Title of resource,Map type,Coordinate system,Date of ground survey used to compile map,Resource created at,Description,Ellipsoid,Copywright,Publisher,Location of hard copy,Start Date,Map scale,MAEASaM ID,Datum,URL,Sheet history,Resource Type,Author,Map title, Location,Subject,Book or journal information,Year of publication,Projection,Book or journal edition,Format,Language,Recorder,Page numbers,Cartographer,Map creation date,Location of digital copy consulted,Volume,Collection publisher,Name of collection ,End Date,Contributors,ISBN/ISSN,Comment,Source,Project name,Map series code,DOI,Resource last modified at,Map publisher,Developed or maintained by,resourceid
Iron Age Ceramic Studies in Great Lakes Eastern Africa: a Critical and Historiographical Review,,,,2025-07-02,None,,,None,,None,,INFO-00000301,,https://doi.org/10.1007/BF01118141,,Journal article,Stewart Kearsley a.,,,None,African Archaeological Review,1993-12-01,,1,None,English,,21-37,,,,11,None,None,None,None,None,,None,None,,10. 1007/bf01118141,2025-07-02,,None,ba644618-a9eb-47bf-95d5-ff33a252e136
A Critical Reappraisal of the Chronological Framework of the Early Iron Age Urewe Industry,,,,2025-07-02,None,,No License (in copyright),None,,None,,INFO-00000302,,http://hdl.handle.net/1854/LU-3118804,,Journal article,Clist Bernard-olivier,,,None,Muntu,1987-01-01,,None,None,English,,35-62,,,,6,None,None,None,None,None,,None,None,,None,2025-07-02,,None,2043d1ec-32ee-4358-94bc-6a990fb644a3
Ancient Nubia: African Kingdoms on the Nile,,,,2025-07-02,,,,The American University in Cairo Press,,,,INFO-00000303,,https://books.google.co.za/bookshl=en&lr=&id=yNwPEQAAQBAJ&oi=fnd&pg=PA10&dq=Fisher+M.+M.+2012.+Ancient+Nubia:+African+Kingdoms+on+the+Nile.+Cairo%3B+New+York:+American+University+in+Cairo+Press.&ots=9fJe4AgL7f&sig=Dx30VRF8k5DWGPWoWGIW7A7OMNE&redir_esc=y#v=onepage&q&f=false,,Book section,Fisher Marjorie m.,,,,Ancient Nubia: African Kingdoms on the Nile,2012-01-01,,None,,,,None,,,,None,,,,,978-977-416-478-1,,,,,None,2025-07-02,,,81bad724-fbf3-4b02-ac89-8e999d61b800
Holocene Lithic Industries in Nubia,,,,2025-07-02,None,,,De Gruyter,,None,,INFO-00000304,,https://www.degruyterbrill.com/document/doi/10.1515/9783110420388-012/pdflicenseType=restricted,,Book section,Jakob Bastien,,,None,Handbook of Ancient Nubia,2019-06-04,,None,None,English,,239-258,,,,None,None,None,None,None,978-3-11-042038-8,,None,None,,None,2025-07-02,,None,e8564422-e365-471a-9dd2-fa119647b212
A Picture of Prehistoric Sudan: the Mesolithic and Neolithic Periods,,,,2025-07-02,,,,Oxford Academic,,,,INFO-00000305,,https://doi.org/10.1093/oxfordhb/9780199935413.013.56,,Book section,Usai Donatella,,,,He Oxford Handbook of Topics in Archaeology,2014-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-02,,,7c70abe2-547d-4eca-9788-e83af89dbd63
Sudan Prehistory of,,,,2025-07-02,None,,,Springer Cham,,None,,INFO-00000306,,https://link.springer.com/rwe/10.1007/978-3-319-51726-1_3509-1,,Book section,Vella Gregory Isabelle ; Brass Michael,,,None,Encyclopedia of Global Archaeology,2021-01-01,,None,None,English,,1-17,,,,None,None,None,None,None,978-3-319-51726-1,,None,None,,None,2025-07-02,,None,b645393a-c3ea-45d6-85df-94cd293ca807
Sudan Prehistory of | Springer Link,,,,2025-07-02,,,,None,,,,INFO-00000307,,https://link.springer.com/rwe/10.1007/978-3-319-51726-1_3509-1,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-02,,,5d7d7b8c-4b98-4e99-a727-5a3aeb674e52
Les Amas Coquilliers Du Delta Du Sénégal: Étude Ethno-archéologique,These De Doctorat,,None,2025-07-02,,,Licence Etalab,Paris 1,,,None,INFO-00000308,,https://theses.fr/1997PA010710,,Unpublished PhD thesis,Mbow Marie-amy ; Polet Jean,None,None,,None,1997-01-01,None,None,,,,None,None,None,,None,,,,,None,,,,None,None,2025-07-02,None,,a7ae63bb-c13a-4181-9437-0656469add51
Inventaire Et Carte De Distribution Des Sites Archéologiques Dans Le Ferlo. Mémoire De Maîtrise En Histoire,,,,2025-07-02,,,,Université Cheikh Anta Diop De Dakar,,,,INFO-00000309,,None,,Unpublished PhD thesis,Athie Adama Harouna,,,,None,2011-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-02,,,7d9ee224-7d1d-4cca-91fa-4714eb79d8aa
La Céramique Dans Lespace Sénégambien: Un Patrimoine Méconnu,,,,2025-07-02,None,,,None,,None,,INFO-00000310,,https://www.torrossa.com/en/resources/an/4884098,,Journal article,Thiam Mandiomé,,,None,None,2010-01-01,,None,None,English,,1-215,,,,None,None,None,None,None,None,,None,None,,None,2025-07-02,,None,005532d3-92d3-43ef-a148-f7ace02e24b1
Es Sites Néolithiques À Roches Volcaniques De Diack Et Du Cap Manuel Contextes Et Industries: Approche Comparative,Thèse De Doctorat Nouveau Régime En Archéologie,,None,2025-07-02,,,,Université Cheikh Anta Diop,,,None,INFO-00000311,,None,,Unpublished PhD thesis,Kébé Demba,None,None,,None,2017-01-01,None,None,,,,None,None,None,,None,,,,,None,,,,None,None,2025-07-02,None,,67e88ad4-9d08-4340-9d85-02c6e9d6d971
New Dates for Kansyore and Pastoral Neolithic Ceramics in the Eyasi Basin Tanzania,,,,2025-07-02,None,,,None,,None,,INFO-00000312,,https://brill.com/view/journals/jaa/12/1/article-p89_5.xml,,Journal article,Prendergast Mary E. ; Grillo Katherine M. ; Mabulla Audax Z. P. ; Wang Hong,,,None,None,2014-11-01,,None,None,English,,None,,,,None,None,None,None,None,None,,None,None,,10. 3213/2191-5784-10245,2025-07-02,,None,3f0aad5a-2f9e-48be-b08f-2fc91c01c035
Early Pottery and Pastoral Cultures of the Central Rift Valley Kenya,,,,2025-07-02,,,,None,,,,INFO-00000313,,https://www.jstor.org/stable/2801248,,Journal article,Bower John R. F. ; Nelson Charles m.,,,,Man,1978-01-01,,4,,,,554-566,,,,13,,,,,None,,,,,10. 2307/2801248,2025-07-02,,,09813dfa-2662-4d42-98a2-d784ed16b202
The Introduction of Pastoral Adaptations to the Highlands of East Africa,,,,2025-07-02,,,,University of California Press,,,,INFO-00000314,,None,,Book section,Ambrose Stanley H.,,,,From Hunters to Farmers: the Causes and Consequences of Food Production in Africa,1984-01-01,,None,,,,212-239,,,,None,,,,,0-520-04574-2,,,,,None,2025-07-02,,,f796e8e7-0a04-410a-ada7-175364711523
The Archaeology of Pastoralism and Stock-keeping in East Africa,,,,2025-07-02,,,,Oxford University Press,,,,INFO-00000315,,https://doi.org/10.1093/oxfordhb/9780199569885.013.0040,,Book section,Lane Paul J.,,,,The Oxford Handbook of African Archaeology,2013-07-04,,None,,,,0,,,,None,,,,,978-0-19-956988-5,,,,,None,2025-07-02,,,ff44acb1-48ab-47c2-93b4-09d782128275
The Neolithic of the Middle Nile Region: an Archeology of Central Sudan and Nubia,,,,2025-07-02,None,,Copyright Azhari Mustafa Sadig. all Rights Reserved.,Fountain Publishers,,None,,INFO-00000316,,https://bora.uib.no/bora-xmlui/handle/1956/3988,,Book,Sadig Azhari Mustafa,,,None,None,2010-01-01,,None,None,English,,None,,,,None,None,None,None,None,978-9970-25-000-4,,None,None,,None,2025-07-02,,None,2dbc8ea8-2436-4034-8072-98d2393a6e8f
The Neolithic and Pastoralism Along the Nile: a Dissenting View,,,,2025-07-02,None,,,None,,None,,INFO-00000317,,https://doi.org/10.1007/s10963-019-09132-1,,Journal article,Salvatori Sandro ; Usai Donatella,,,None,Journal of World Prehistory,2019-09-01,,3,None,English,,251-285,,,,32,None,None,None,None,None,,None,None,,10. 1007/s10963-019-09132-1,2025-07-02,,None,ffb4c74a-8241-482f-9a90-097551b28cf2
Late Neolithic Cultural Landscape in Southeastern Mauritania: an Essay in Spatiometrics,,,,2025-07-02,,,,International Monographs in Prehistory: Ethnoarchaeology Series,,,,INFO-00000318,,None,,Book section,Holl Augustin,,,,Spatial Boundaries and Social Dynamics: Case Studies from Food-producing Societies,1993-01-01,,None,,,,95-133,,,,2,,,,,978-1-879621-05-3,,,,,None,2025-07-02,,,83565792-475d-4edf-acb5-f2a26193a234
A Reconsideration of the West African Macrolithic Conundrum: New Factory Sites and an Associated Settlement in the Vallée Du Serpent Mali,,,,2025-07-02,None,,,None,,None,,INFO-00000319,,https://doi.org/10.1007/BF01953039,,Journal article,Mac Donald Kevin C. ; Allsworth-jones P.,,,None,African Archaeological Review,1994-12-01,,1,None,English,,73-104,,,,12,None,None,None,None,None,,None,None,,10. 1007/bf01953039,2025-07-02,,None,ba8130b6-d219-4099-911f-156d83325578
The Aterian and its Place in the North African Middle Stone Age,,,,2025-07-02,,,,None,,,,INFO-00000320,,https://www.sciencedirect.com/science/article/pii/S1040618212031813,,Journal article,Scerri Eleanor M. L.,,,,Quaternary International,2013-06-25,,None,,,,111-130,,,,300,,,,,None,,,,,10. 1016/j. quaint. 2012. 09. 008,2025-07-02,,,faf8801b-9aad-4c71-badf-8807c064858c
Industrie Pré-acheuléenne Sur Les Bords Du Fleuve Niger En Amont De Bamako (Mali),,,,2025-07-02,,,,None,,,,INFO-00000321,,https://www.documentation.ird.fr/hor/fdi:26969,,Journal article,Tillet t ; Novikoff a,,,,Comptes Rendus De L Académie Des Sciences,1989-01-01,,None,,,,633-635,,,,309,,,,,None,,,,,None,2025-07-02,,,bb7c59de-ffdd-4d33-87d3-e27375cbb67a
Archaeology of Senegambia,,,,2025-07-02,,,,Oxford University Press,,,,INFO-00000322,,https://oxfordre.com/africanhistory/display/10.1093/acrefore/9780190277734.001.0001/acrefore-9780190277734-e-1376,,Book section,Canós-donnay s,,,,Oxford Research Encyclopedia of African History,2024-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-02,,,cb54debf-762c-495e-9d35-3c932d2e115b
La Fouille Dun Site Acheuléen À Djita (basse vallée de la Falémé Sénégal),,,,2025-07-02,,,,None,,,,INFO-00000323,,None,,Journal article,Camara a ; Duboscq B.,,,,La Fouille Dun Site Acheuléen À Djita (basse vallée de la Falémé Sénégal),1990-01-01,,2,,,,293-304,,,,94,,,,,None,,,,,None,2025-07-02,,,ecc57c3f-e779-42de-b86f-01ab633e25b4
Late Quaternary Archaeological and Palaeoenvironmental Data from Sediments at Rhino Cave Tsodilo Hills Botswana,,,,2025-07-01,,,,None,,,,INFO-00000324,,None,,Journal article,Robbins Lawrence ; Brook G. a. ; Murphy Michael ; Campbell A. c. ; Melear Nathan ; Downey William,,,,Southern African Field Archaeology,2000-01-01,,None,,,,17-31,,,,9,,,,,None,,,,,None,2025-07-01,,,63d51082-5fc4-4d02-b9f3-8798c214f125
Early Pottery from the Eastern Part of Southern Africa,,,,2025-07-01,,,,None,,,,INFO-00000325,,https://www.jstor.org/stable/3888985seq=1,,Journal article,Mazel Aron d.,,,,South African Archaeological Bulletin,1992-01-01,,155,,,,3-7,,,,47,,,,,None,,,,,Https: //doi. org/10. 2307/3888985,2025-07-01,,,0f584aeb-5cd3-4f07-9c9b-1a8cbb4e1305
Roceeh Heidelberg Academy of Humanities and Sciences,,,,2025-07-01,,,,None,,,,INFO-00000326,,https://www.hadw-bw.de/en/research/research-center/roceeh,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-07-01,,,2c0cd606-c895-4f24-ab93-d51ca59babba
The Earlier Stone Age of Southern Africa,,,,2025-06-30,None,,,None,,None,,INFO-00000327,,https://www.jstor.org/stable/3888960origin=crossref,,Journal article,Klein Richard G.,,,None,The South African Archaeological Bulletin,2000-12-01,,172,None,English,,107,,,,55,None,None,None,None,None,,None,None,,10. 2307/3888960,2025-06-30,,None,7caea984-aa9a-4538-b3f5-7c33d4eafaf8
The Wavy Line and the Dotted Wavy Line Pottery in the Prehistory of the Central Nile and the Sahara-sahel Belt,,,,2025-06-30,None,,,None,,None,,INFO-00000328,,https://doi.org/10.1023/A:1022882305448,,Journal article,Mohammed-ali Abbas S. ; Khabir Abdel-rahim m.,,,None,African Archaeological Review,2003-03-01,,1,None,English,,25-58,,,,20,None,None,None,None,None,,None,None,,10. 1023/a: 1022882305448,2025-06-30,,None,caea2930-6caf-4923-a998-7346cd5f721d
The Palaeolithic/Stone Age,,,,2025-06-30,None,,,De Gruyter,,None,,INFO-00000329,,https://www.degruyterbrill.com/document/doi/10.1515/9783110420388-008/pdflicenseType=restricted,,Book section,Usai Donatella,,,None,Handbook of Ancient Nubia,2019-06-04,,None,None,English,,155-170,,,,None,None,None,None,None,978-3-11-042038-8,,None,None,,None,2025-06-30,,None,57781ea1-5fe9-482d-b7ca-ecc76a2de57e
The Transition to Farming in Eastern Africa: New Faunal and Dating Evidence from Wadh Lango and Usenge Kenya,,,,2025-06-30,None,,,None,,None,,INFO-00000330,,https://www.cambridge.org/core/journals/antiquity/article/abs/transition-to-farming-in-eastern-africa-new-faunal-and-dating-evidence-from-wadh-lango-and-usenge-kenya/6349026A5CED7E35C0D7EC4BBF2EFB38,,Journal article,Lane Paul ; Ashley Ceri ; Seitsonen Oula ; Harvey Paul ; Mire Sada ; Odede Frederick,,,None,Antiquity,2007-03-01,,311,None,English,,62-81,,,,81,None,None,None,None,None,,None,None,,10. 1017/s0003598x00094849,2025-06-30,,None,c24c32b6-c286-4fe4-874d-36ddc58a3281
Later Stone Age Toolstone Acquisition in the Central Rift Valley of Kenya: Portable Xrf of Eburran Obsidian Artifacts from Leakeys Excavations at Gambles Cave Ii,,,,2025-06-29,,,,None,,,,INFO-00000331,,https://www.sciencedirect.com/science/article/pii/S2352409X17305114,,Journal article,Frahm Ellery ; Tryon Christian a.,,,,Journal of Archaeological Science: Reports,2018-04-01,,None,,,,475-486,,,,18,,,,,None,,,,,10. 1016/j. jasrep. 2018. 01. 042,2025-06-29,,,6a9357aa-ddd6-4aea-b991-b3772ec9e90e
Chronology of the Later Stone Age and Food Production in East Africa,,,,2025-06-29,,,,None,,,,INFO-00000332,,https://www.sciencedirect.com/science/article/pii/S0305440397902776,,Journal article,Ambrose Stanley H.,,,,Journal of Archaeological Science,1998-04-01,,4,,,,377-392,,,,25,,,,,None,,,,,10. 1006/jasc. 1997. 0277,2025-06-29,,,fd95ba75-f6dc-4f53-b387-b03f7e83570a
The Archaeology of Ethiopia,,,,2025-06-29,,,,Routledge,,,,INFO-00000333,,None,,Book,Finneran Niall,,,,None,2007-11-08,,None,,,,None,,,,None,,,,,978-0-429-23647-1,,,,,None,2025-06-29,,,632481be-6bec-4908-8e31-38ecbf779b07
The Khormusan: Evidence for an Msa East African Industry in Nubia,,,,2025-06-29,,,,None,,,,INFO-00000334,,https://www.sciencedirect.com/science/article/pii/S1040618212033423,,Journal article,Goder-goldberger Mae,,,,Quaternary International,2013-06-25,,None,,,,182-194,,,,300,,,,,None,,,,,10. 1016/j. quaint. 2012. 11. 031,2025-06-29,,,49ad4fc2-1196-4cea-a967-6d3d9c368d0b
Chronology of the Acheulean to Middle Stone Age Transition in Eastern Africa,,,,2025-06-29,,,,None,,,,INFO-00000335,,https://www.science.org/doi/abs/10.1126/science.aao2216,,Journal article,Deino Alan L. ; Behrensmeyer Anna K. ; Brooks Alison S. ; Yellen John E. ; Sharp Warren D. ; Potts Richard,,,,Science,2018-04-06,,6384,,,,95-98,,,,360,,,,,None,,,,,10. 1126/science. aao2216,2025-06-29,,,8bd2136f-00d2-4b5d-ae4e-a7550610763a
3. 3-million-year-old Stone Tools from Lomekwi 3 West Turkana Kenya,,,,2025-06-29,None,,2015 Springer Nature Limited,None,,None,,INFO-00000336,,https://www.nature.com/articles/nature14464,,Journal article,Harmand Sonia ; Lewis Jason E. ; Feibel Craig S. ; Lepre Christopher J. ; Prat Sandrine ; Lenoble Arnaud ; Boës Xavier ; Quinn Rhonda L. ; Brenet Michel ; Arroyo Adrian ; Taylor Nicholas ; Clément Sophie ; Daver Guillaume ; Brugal Jean-philip ; Leakey Louise ; Mortlock Richard A. ; Wright James D. ; Lokorodi Sammy ; Kirwa Christopher ; Kent Dennis V. ; Roche Hélène,,,None,Nature,2015-05-01,,7552,None,English,,310-315,,,,521,None,None,None,None,None,,None,None,,10. 1038/nature14464,2025-06-29,,None,645ad07c-10f1-4715-afda-7cf29bbdcccb
Bakel Ville Frontière,,,,2025-06-29,None,,,None,,None,,INFO-00000337,,https://grdr.org/IMG/pdf/brochure_mavil_bakel_web.pdf,,Manuscript,Grdr Ville De Bakel,,,None,None,2024-01-01,,None,None,Français,,None,,,,None,None,None,None,None,None,,None,None,,None,2025-06-29,,None,f9cb5264-2325-439b-a0eb-ba961303f922
New Oldowan Localities at High Level Within Kilombe Caldera Kenya,,,,2025-06-29,,,,None,,,,INFO-00000338,,https://www.sciencedirect.com/science/article/pii/S0003552121001801,,Journal article,Gowlett John A. J. ; Stanistreet Ian G. ; Albert Rosa M. ; Blackbird Sabena J. ; Herries Andy I. R. ; Hoare Sally ; Kogai Philip ; Komboh Caroline K. ; Mark Darren F. ; Muriuki Rebecca M. ; Murphy Hayley ; Rucina Stephen M. ; Stollhofen Harald,,,,L Anthropologie,2022-01-01,,1,,,,102976,,,,126,,,,,None,,,,,10. 1016/j. anthro. 2021. 102976,2025-06-29,,,7c7bb290-5c6b-42c6-8685-1cfd5ee59d06
The Karari Industry: Early Pleistocene Archaeological Evidence from the Terrain East of Lake Turkana Kenya,,,,2025-06-29,None,,1976 Springer Nature Limited,None,,None,,INFO-00000339,,https://www.nature.com/articles/262102a0,,Journal article,Harris John W. K. ; Isaac Glynn,,,None,Nature,1976-07-01,,5564,None,English,,102-107,,,,262,None,None,None,None,None,,None,None,,10. 1038/262102a0,2025-06-29,,None,1d75ae65-3d67-4d16-b1c2-8ae62d9bcf91
The Karari Industry: Early Pleistocene Archaeological Evidence from the Terrain East of Lake Turkana Kenya | Nature,,,,2025-06-29,,,,None,,,,INFO-00000340,,https://www.nature.com/articles/262102a0,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-06-29,,,940590b1-d0ce-4b74-82b1-ea328ce5fb3e
Stone Age Cultures of East Africa,,,,2025-06-29,,,,None,,,,INFO-00000341,,https://www.jstor.org/stable/26841999,,Journal article,Kiura W. Purity,,,,The South African Archaeological Bulletin,2019-01-01,,210,,,,70-75,,,,74,,,,,None,,,,,None,2025-06-29,,,a2406e9d-ef89-4e64-889c-9e9148d24e8a
Ritualized Behavior in the Middle Stone Age: Evidence from Rhino Cave. Tsodilo Hills Botswana,,,,2025-06-28,,,,None,,,,INFO-00000342,,None,,Journal article,Coulson Sheila ; Staurset Sigrid ; Walker Nick,,,,Paleo Anthropology,2011-01-01,,None,,,,18-61,,,,None,,,,,None,,,,,10. 4207/pa. 2011. art42,2025-06-28,,,6ffbddcd-d775-472e-ac8e-839602c42124
Maritime Community Settlement History in Pangani Bay Tanga Coastal Region Tanzania,,,,2025-06-27,,,,None,,,,INFO-00000343,,https://doi.org/10.1080/0067270X.2015.1033321,,Journal article,Mjema Elinaza,,,,Azania: Archaeological Research in Africa,2015-04-03,,2,,,,265-265,,,,50,,,,,None,,,,,10. 1080/0067270x. 2015. 1033321,2025-06-27,,,18f1a993-2ae7-4b7e-9856-04f32b0b23aa
Maritime Community Settlement History in Pangani Bay Tanga Coastal Region Tanzania: Azania: Archaeological Research in Africa: Vol 50 no 2 - Get Access,,,,2025-06-27,,,,None,,,,INFO-00000344,,https://www.tandfonline.com/doi/full/10.1080/0067270X.2015.1033321,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-06-27,,,1765b2ee-95d0-42e8-a25a-d46610c66f70
Identifying Ceramics: an Introduction to the Analysis and Interpretation of Ceramics Excavated from 17th to 20th Century Archaeological Sites and Shipwrecks in the South-western Cape.,,,,2025-06-27,,,,Historical Archaeology Research Group University of Cape Town,,,,INFO-00000345,,None,,Book,Klose Jane,,,,None,2007-01-01,,None,,,,None,,,,None,,,,,None,,,,,None,2025-06-27,,,53aab181-4fd9-409f-b568-1703ce275401
A Handbook of Chinese Ceramics - the Metropolitan Museum of Art,,,,2025-06-27,None,,,The Metropolitan Museum of Art,,None,,INFO-00000346,,https://www.metmuseum.org/met-publications/a-handbook-of-chinese-ceramics,,Book,Valenstein Suzanne G.,,,None,None,1975-01-01,,None,None,English,,None,,,,None,None,None,None,None,0-87099-514-6,,None,None,,None,2025-06-27,,None,1ea10764-e9b3-4c46-84b8-ed526ffae578
Antique Chinese and Japanese Porcelain Dictionary and Glossary of Terms,,,,2025-06-27,,,,None,,,,INFO-00000347,,https://www.gotheborg.com/glossary/,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-06-27,,,8b6a6b5c-e415-4d91-9e5a-6f5dce8ae10a
Chinese-style Ceramics in East Africa from the 9th to 16th Century: a Case of Changing Value and Symbols in the Multi-partner Global Trade,,,,2025-06-27,,,,None,,,,INFO-00000348,,https://journals.openedition.org/afriques/1836,,Journal article,Zhao Bing,,,,Afriques. Débats Méthodes Et Terrains Dhistoire,2015-01-01,,None,,,,None,,,,6,,,,,None,,,,,Https: //doi. org/10. 4000/afriques. 1836,2025-06-27,,,bfb2cb54-f42a-4f7a-b8a2-f2298d8d154b
Sgraffito | Italian Renaissance Ceramics | Britannica,,,,2025-06-27,,,,None,,,,INFO-00000349,,https://www.britannica.com/art/sgraffito,,Webpage,None,,,,None,None,,None,,,,None,,,,None,,,,,None,,,,,None,2025-06-27,,,68b1b4c1-809a-4959-877d-96e9c18fb94d
The Swahili Coast and the Indian Ocean Trade Patterns in the 7th–10th Centuries Ce,,,,2025-06-27,,,,None,,,,INFO-00000350,,https://www.tandfonline.com/doi/full/10.1080/03057070.2017.1345266casa_token=pztnQkAXuskAAAAA%3AgEWaUxn3U-YJKXtGua_oJEnoJSc14AyDN-7kzXS01miufosm19_ce16NdE4FXPPXI5rRB1AVA0ss-A,,Journal article,Pollard Edward ; Kinyera Okeny Charles,,,,Journal of Southern African Studies,2017-01-01,,5,,,,927-947,,,,43,,,,,None,,,,,Doi. org/10. 1080/03057070. 2017. 1345266,2025-06-27,,,badda331-a9dc-46a3-89e0-c293215cc97d
Asias Maritime Bead Trade: 300 Placeholder_bc to the Present,,,,2025-06-27,None,,,University of Hawaii Press,,None,,INFO-00000351,,None,,Book,Francis Peter,,,None,None,2002-01-01,,None,None,English,,None,,,,None,None,None,None,None,978-0-8248-2332-0,,None,None,,None,2025-06-27,,None,89a0b9f6-b783-4008-a609-0b14b428fab4
